file_path,file_name,trim_strategy,n,lambda2,lambda3,n_zero_eps,lambda_first_pos_idx,lambda_first_pos
results\pre_round4_finite_size\W_full_N256_a1.8_b1.0_g1.0_seed102.csv,W_full_N256_a1.8_b1.0_g1.0_seed102.csv,"drop_first_row=0,drop_first_col=0",256,1.0916613112749698e-14,6.626874999899581e-14,32,33,1.0640088965889948e-10
results\pre_round4_finite_size\W_full_N256_a1.8_b1.0_g1.0_seed103.csv,W_full_N256_a1.8_b1.0_g1.0_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-4.044917704651957e-16,-3.530576331302483e-16,94,95,1.1244752592715801e-10
results\pre_round4_finite_size\W_full_N256_a1.8_b1.0_g1.0_seed104.csv,W_full_N256_a1.8_b1.0_g1.0_seed104.csv,"drop_first_row=0,drop_first_col=0",256,-5.586022786668274e-16,-4.891292373157275e-16,107,108,1.1729953471635214e-10
results\pre_round4_finite_size\W_full_N256_a1.8_b1.0_g1.0_seed105.csv,W_full_N256_a1.8_b1.0_g1.0_seed105.csv,"drop_first_row=0,drop_first_col=0",256,-2.960340323257383e-16,-2.6309600840516006e-16,91,92,1.6458760069146068e-10
results\pre_round4_finite_size\W_full_N64_a1.8_b1.0_g1.0_seed101.csv,W_full_N64_a1.8_b1.0_g1.0_seed101.csv,"drop_first_row=0,drop_first_col=0",64,1.0412665233751612e-07,2.989448702746947e-06,1,2,1.0412665233751612e-07
results\pre_round4_finite_size\W_full_N64_a1.8_b1.0_g1.0_seed102.csv,W_full_N64_a1.8_b1.0_g1.0_seed102.csv,"drop_first_row=0,drop_first_col=0",64,6.629730389307667e-12,1.5231324826256062e-10,2,3,1.5231324826256062e-10
results\pre_round4_finite_size\W_full_N64_a1.8_b1.0_g1.0_seed103.csv,W_full_N64_a1.8_b1.0_g1.0_seed103.csv,"drop_first_row=0,drop_first_col=0",64,1.301641154210005e-09,7.456927614080874e-09,1,2,1.301641154210005e-09
results\pre_round4_finite_size\W_full_N64_a1.8_b1.0_g1.0_seed104.csv,W_full_N64_a1.8_b1.0_g1.0_seed104.csv,"drop_first_row=0,drop_first_col=0",64,0.11783361899378374,0.3589624590047285,1,2,0.11783361899378374
results\pre_round4_finite_size\W_full_N64_a1.8_b1.0_g1.0_seed105.csv,W_full_N64_a1.8_b1.0_g1.0_seed105.csv,"drop_first_row=0,drop_first_col=0",64,-3.3890837799902874e-16,-2.676637546953326e-16,44,45,1.1999999999831088
results\pre_round4_finite_size\W_full_N96_a1.8_b1.0_g1.0_seed101.csv,W_full_N96_a1.8_b1.0_g1.0_seed101.csv,"drop_first_row=0,drop_first_col=0",96,-3.7976588893095893e-16,-3.494667428298317e-16,76,77,1.1999999999824316
results\pre_round4_finite_size\W_full_N96_a1.8_b1.0_g1.0_seed102.csv,W_full_N96_a1.8_b1.0_g1.0_seed102.csv,"drop_first_row=0,drop_first_col=0",96,-3.7063540283934724e-16,-2.8075000945469864e-16,80,81,1.199999999983109
results\pre_round4_finite_size\W_full_N96_a1.8_b1.0_g1.0_seed103.csv,W_full_N96_a1.8_b1.0_g1.0_seed103.csv,"drop_first_row=0,drop_first_col=0",96,-4.4185455374487363e-16,-4.282148368838838e-16,65,66,1.0650313921512264
results\pre_round4_finite_size\W_full_N96_a1.8_b1.0_g1.0_seed104.csv,W_full_N96_a1.8_b1.0_g1.0_seed104.csv,"drop_first_row=0,drop_first_col=0",96,-3.9282916381047967e-16,-3.016440461855866e-16,80,81,1.1999999999829183
results\pre_round4_finite_size\W_full_N96_a1.8_b1.0_g1.0_seed105.csv,W_full_N96_a1.8_b1.0_g1.0_seed105.csv,"drop_first_row=0,drop_first_col=0",96,-4.888605665552061e-16,-4.277407196744805e-16,73,74,1.0599242031093
results\pre_round4b_longtime\W_full_N128_a1.8_b1.0_g1.0_seed101.csv,W_full_N128_a1.8_b1.0_g1.0_seed101.csv,"drop_first_row=0,drop_first_col=0",128,-5.224531167142851e-16,-5.079871258105316e-16,80,81,1.199999999983108
results\pre_round4b_longtime\W_full_N128_a1.8_b1.0_g1.0_seed103.csv,W_full_N128_a1.8_b1.0_g1.0_seed103.csv,"drop_first_row=0,drop_first_col=0",128,-5.252285290629083e-16,-4.440892098500626e-16,88,89,1.1999999999831084
results\pre_round4b_longtime\W_full_N128_a1.8_b1.0_g1.0_seed105.csv,W_full_N128_a1.8_b1.0_g1.0_seed105.csv,"drop_first_row=0,drop_first_col=0",128,-6.040378786309437e-16,-4.960594105713296e-16,104,105,1.1999999999831086
results\pre_round4b_longtime\W_full_N192_a1.8_b1.0_g1.0_seed101.csv,W_full_N192_a1.8_b1.0_g1.0_seed101.csv,"drop_first_row=0,drop_first_col=0",192,-5.321758480439064e-16,-5.255351352057912e-16,148,149,1.1999999999831077
results\pre_round4b_longtime\W_full_N192_a1.8_b1.0_g1.0_seed102.csv,W_full_N192_a1.8_b1.0_g1.0_seed102.csv,"drop_first_row=0,drop_first_col=0",192,-6.586935455342061e-16,-6.553033528765848e-16,148,149,1.1999999999831084
results\pre_round4b_longtime\W_full_N192_a1.8_b1.0_g1.0_seed105.csv,W_full_N192_a1.8_b1.0_g1.0_seed105.csv,"drop_first_row=0,drop_first_col=0",192,-7.751347895766266e-16,-6.552756381058938e-16,122,123,1.199999999983108
results\pre_round4b_longtime\W_full_N256_a1.8_b1.0_g1.0_seed101.csv,W_full_N256_a1.8_b1.0_g1.0_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-1.6843902896578358e-15,-1.0855357083338057e-15,192,193,1.1999999999831075
results\pre_round4b_longtime\W_full_N256_a1.8_b1.0_g1.0_seed102.csv,W_full_N256_a1.8_b1.0_g1.0_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-7.595609040651018e-16,-6.825856193601033e-16,168,169,1.1999999999831084
results\pre_round4b_longtime\W_full_N256_a1.8_b1.0_g1.0_seed103.csv,W_full_N256_a1.8_b1.0_g1.0_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-1.158853841467043e-15,-9.983019735628387e-16,196,197,1.199999999983108
results\pre_round4b_longtime\W_full_N256_a1.8_b1.0_g1.0_seed104.csv,W_full_N256_a1.8_b1.0_g1.0_seed104.csv,"drop_first_row=0,drop_first_col=0",256,-9.541022960443852e-16,-9.220349000471195e-16,176,177,1.1999999999831075
results\pre_round4b_longtime\W_full_N256_a1.8_b1.0_g1.0_seed105.csv,W_full_N256_a1.8_b1.0_g1.0_seed105.csv,"drop_first_row=0,drop_first_col=0",256,-4.474834237246253e-16,-4.4152781603445253e-16,184,185,1.1999999999831081
results\pre_round4b_longtime\W_full_N384_a1.8_b1.0_g1.0_seed101.csv,W_full_N384_a1.8_b1.0_g1.0_seed101.csv,"drop_first_row=0,drop_first_col=0",384,-2.4196721429048708e-15,-1.777525699976987e-15,272,273,1.1999999999831077
results\pre_round4b_longtime\W_full_N384_a1.8_b1.0_g1.0_seed102.csv,W_full_N384_a1.8_b1.0_g1.0_seed102.csv,"drop_first_row=0,drop_first_col=0",384,-1.5449805113385652e-15,-1.401104020507512e-15,288,289,1.1999999999831064
results\pre_round4b_longtime\W_full_N384_a1.8_b1.0_g1.0_seed103.csv,W_full_N384_a1.8_b1.0_g1.0_seed103.csv,"drop_first_row=0,drop_first_col=0",384,-1.5775014038179746e-15,-1.1100365904482077e-15,288,289,1.1999999999831061
results\pre_round4b_longtime\W_full_N384_a1.8_b1.0_g1.0_seed104.csv,W_full_N384_a1.8_b1.0_g1.0_seed104.csv,"drop_first_row=0,drop_first_col=0",384,-6.661477440260925e-16,-6.058238179590956e-16,304,305,1.1999999999831081
results\pre_round4b_longtime\W_full_N384_a1.8_b1.0_g1.0_seed105.csv,W_full_N384_a1.8_b1.0_g1.0_seed105.csv,"drop_first_row=0,drop_first_col=0",384,-1.6330159316869767e-15,-1.431489296631219e-15,280,281,1.1999999999831068
results\pre_round4c_N512_longtime\W_full_N512_a1.8_b1.0_g1.0_seed101.csv,W_full_N512_a1.8_b1.0_g1.0_seed101.csv,"drop_first_row=0,drop_first_col=0",512,-3.0355012720650453e-15,-2.396714616700279e-15,372,373,1.1999999999831072
results\pre_round4c_N512_longtime\W_full_N512_a1.8_b1.0_g1.0_seed102.csv,W_full_N512_a1.8_b1.0_g1.0_seed102.csv,"drop_first_row=0,drop_first_col=0",512,-1.883785038430351e-15,-1.7763571243601325e-15,380,381,1.1999999999831066
results\pre_round4c_N512_longtime\W_full_N512_a1.8_b1.0_g1.0_seed103.csv,W_full_N512_a1.8_b1.0_g1.0_seed103.csv,"drop_first_row=0,drop_first_col=0",512,-2.3600786592656227e-15,-1.77220644128598e-15,380,381,1.1999999999831061
results\pre_round4c_N512_longtime\W_full_N512_a1.8_b1.0_g1.0_seed104.csv,W_full_N512_a1.8_b1.0_g1.0_seed104.csv,"drop_first_row=0,drop_first_col=0",512,-2.7648135991665067e-15,-2.5653637467763582e-15,372,373,1.1999999999831068
results\pre_round4c_N512_longtime\W_full_N512_a1.8_b1.0_g1.0_seed105.csv,W_full_N512_a1.8_b1.0_g1.0_seed105.csv,"drop_first_row=0,drop_first_col=0",512,-2.6561217791843765e-15,-2.565858158402463e-15,400,401,1.1999999999831064
results\seed_expansion_N192_T400\W_full_N192_a1.8_b1.0_g1.0_seed106.csv,W_full_N192_a1.8_b1.0_g1.0_seed106.csv,"drop_first_row=0,drop_first_col=0",192,-7.313213259470532e-16,-6.618604214675524e-16,132,133,1.3361316497650932e-09
results\time_scan_N192\matrix_N192_a1.74_T250_seed101.csv,matrix_N192_a1.74_T250_seed101.csv,"drop_first_row=0,drop_first_col=0",192,0.7373079856701186,0.7381445756015534,1,2,0.7373079856701186
results\time_scan_N192\matrix_N192_a1.74_T250_seed102.csv,matrix_N192_a1.74_T250_seed102.csv,"drop_first_row=0,drop_first_col=0",192,0.7364795679429944,0.7382642495137918,1,2,0.7364795679429944
results\time_scan_N192\matrix_N192_a1.74_T250_seed103.csv,matrix_N192_a1.74_T250_seed103.csv,"drop_first_row=0,drop_first_col=0",192,0.7363236924579505,0.7383956909200793,1,2,0.7363236924579505
results\time_scan_N192\matrix_N192_a1.74_T300_seed101.csv,matrix_N192_a1.74_T300_seed101.csv,"drop_first_row=0,drop_first_col=0",192,0.7251765942117036,0.7307550514556115,1,2,0.7251765942117036
results\time_scan_N192\matrix_N192_a1.74_T300_seed102.csv,matrix_N192_a1.74_T300_seed102.csv,"drop_first_row=0,drop_first_col=0",192,0.7156100721350606,0.7307289374582515,1,2,0.7156100721350606
results\time_scan_N192\matrix_N192_a1.74_T300_seed103.csv,matrix_N192_a1.74_T300_seed103.csv,"drop_first_row=0,drop_first_col=0",192,0.7128607127800621,0.7309731312606262,1,2,0.7128607127800621
results\time_scan_N192\matrix_N192_a1.74_T350_seed101.csv,matrix_N192_a1.74_T350_seed101.csv,"drop_first_row=0,drop_first_col=0",192,3.0474886417876156e-12,4.768548533991692e-12,6,7,1.0454237469494392e-10
results\time_scan_N192\matrix_N192_a1.74_T350_seed102.csv,matrix_N192_a1.74_T350_seed102.csv,"drop_first_row=0,drop_first_col=0",192,-7.371867319848524e-17,-6.301918308275971e-18,51,52,1.3768431354919394e-10
results\time_scan_N192\matrix_N192_a1.74_T350_seed103.csv,matrix_N192_a1.74_T350_seed103.csv,"drop_first_row=0,drop_first_col=0",192,-1.6080552284027938e-16,-6.624578545428935e-17,56,57,1.0746857189016553e-10
results\time_scan_N192\matrix_N192_a1.74_T400_seed101.csv,matrix_N192_a1.74_T400_seed101.csv,"drop_first_row=0,drop_first_col=0",192,-6.224326109377894e-16,-5.861470128880402e-16,150,151,1.1049796487709127e-06
